Hour,Temperature,Load
3,73.76,997250
4,72.92,940650
5,72.4,906540
6,72.32,897950
7,71.84,916372
8,74.68,1005710
9,78.36,1227643
10,81.76,1455548
11,84.08,1646962
12,85.8,1827047
13,87,1993733
14,88.2,2113523
15,88.56,2177566
16,88,2171280
17,86.4,2115210
18,84.68,2052716
19,82.48,1968436
20,80.52,1867897
21,79.12,1800728
22,76.96,1677200
23,75.48,1439320
24,74.72,1218799
1,74,1041921
2,73.48,939523
3,72.84,883021
4,72.4,848810
5,71.84,841871
6,71.28,906417
7,71.32,1058977
8,73.68,1115564
9,77,1187654
10,80.8,1329174
11,82.64,1505280
12,84.28,1675994
13,84.96,1804471
14,86,1881800
15,85.36,1873010
16,83.52,1796137
17,82.08,1744251
18,79.8,1714733
19,77.96,1674035
20,75.44,1610788
21,73.84,1553234
22,73.32,1446160
23,72.8,1264128
24,72.32,1090583
1,72,948956
2,71.92,866654
3,71.4,822371
4,71.2,804439
5,70.84,811555
6,70.68,887633
7,70.56,1052313
8,72,1097368
9,73.52,1118672
10,76.52,1201477
11,79.04,1317646
12,80.36,1443152
13,81.6,1566545
14,82.48,1675936
15,83.08,1758194
16,82.96,1820349
17,81.88,1868927
18,80.84,1881380
19,79.96,1824981
20,78,1727091
21,76.28,1662286
22,74.76,1583702
23,73.44,1377324
24,72.52,1150243
1,72.2,978681
2,71.2,884189
3,70.32,834217
4,69.96,803015
5,69.72,800446
6,69.24,874499
7,69.04,1031719
8,71.48,1073969
9,74.92,1118810
10,78.24,1228685
11,80.44,1360749
12,81.96,1486744
13,82.76,1605773
14,83.64,1702420
15,83.48,1770216
16,84.04,1829694
17,83.6,1900469
18,82.84,1929954
19,81.32,1876038
20,79.44,1768768
21,77.52,1704137
22,75.88,1598729
23,74.6,1413641
24,73.68,1195966
1,73,1014983
2,72.32,916019
3,71.84,860962
4,71.4,828438
5,70.6,823242
6,70,887898
7,69.8,1041866
8,71.64,1086888
9,73.84,1102067
10,76.72,1191049
11,78.12,1305065
12,79.6,1401408
13,79.76,1483928
14,79.88,1516684
15,80.16,1518779
16,79.28,1511654
17,78.48,1512810
18,76.08,1498563
19,74.76,1463817
20,74.24,1418708
21,73.08,1396592
22,71.96,1325325
23,71.2,1179896
24,70.84,1016291
1,70.96,884385
2,70.36,814470
3,69.68,774993
4,69.72,757682
5,69.44,765879
6,69.32,838728
7,69.4,993394
8,70.2,1049421
9,71.4,1074938
10,73,1129315
11,74.36,1198775
12,75.28,1269288
13,76.48,1349382
14,77.56,1419077
15,78.08,1479923
16,78.12,1540491
17,78.8,1600917
18,78.64,1624412
19,77.76,1606645
20,76.48,1524878
21,74.32,1475607
22,73.12,1428210
23,72.16,1293400
24,71.2,1136970
1,70.72,984461
2,69.72,890232
3,69.6,825693
4,69.12,790689
5,68.76,778239
6,68.4,788886
7,68.28,829057
8,70.08,910652
9,73.16,1067752
10,77.16,1249659
11,79.64,1419020
12,81.08,1564787
13,82.44,1691487
14,83.4,1786302
15,83.68,1863356
16,83.84,1918140
17,83.44,1949412
18,82.8,1947711
19,81.64,1883178
20,79.68,1756032
21,76.8,1660167
22,75.32,1578141
23,74.04,1407048
24,73.32,1221572
1,72.8,1048355
2,72.28,941236
3,71.36,867919
4,70.64,823273
5,69.76,794633
6,69.6,792356
7,69.52,817801
8,71.72,904339
9,75.12,1100433
10,79.68,1304714
11,81.72,1466282
12,83.76,1624653
13,85.52,1774050
14,86.4,1892673
15,86.96,1976058
16,87.2,2038157
17,87.16,2075790
18,85.92,2069540
19,84.4,2006335
20,81.36,1861207
21,78.72,1738448
22,76.44,1633924
23,74.64,1432829
24,73.24,1228004
1,72.6,1043770
2,71.8,925844
3,70.84,853988
4,70,807892
5,69.4,784934
6,68.72,792532
7,68.48,816022
8,71.6,889871
9,75.92,1081737
10,79.56,1310332
11,81.48,1515909
12,83.56,1690725
13,84.92,1833397
14,86.32,1933174
15,87.28,2006158
16,87.44,2057864
17,86.64,2093304
18,86.08,2095447
19,83.84,2026988
20,81.52,1892746
21,78.52,1781192
22,76.72,1655243
23,74.64,1412097
24,72.96,1174333
1,71.92,983809
2,71,872248
3,69.96,808399
4,69.08,776430
5,68.64,773750
6,68,838573
7,67.56,964434
8,71.32,1020071
9,75.36,1096930
10,79.08,1235938
11,81.72,1409746
12,83.68,1588090
13,85.52,1751079
14,86.44,1877228
15,87.04,1971333
16,86.88,2042217
17,87.04,2094940
18,85.76,2126579
19,84.44,2099214
20,81.8,1974204
21,79.16,1871869
22,76.52,1749498
23,74.92,1510860
24,73.68,1267187
1,73.24,1081788
2,72.36,970823
3,71.48,904166
4,70.8,871099
5,70.72,866222
6,70.16,926430
7,69.52,1056945
8,70.88,1087033
9,73.32,1110086
10,76.24,1189242
11,78.56,1307701
12,80.08,1438098
13,81.6,1572360
14,82.36,1698009
15,83.16,1804502
16,83.84,1889716
17,83.68,1949057
18,82.72,1985357
19,81.6,1957485
20,79.44,1816170
21,75.96,1697657
22,73.48,1589224
23,71.64,1363290
24,70.72,1128968
1,70.52,946256
2,68.8,843187
3,67.88,786079
4,66.64,755552
5,65.8,754988
6,64.8,814698
7,64.2,930298
8,66.92,972522
9,72.16,1023138
10,76.28,1123512
11,79.16,1246426
12,81.12,1373855
13,82.48,1502464
14,83.52,1623728
15,84.64,1734745
16,84.64,1813863
17,84.4,1871941
18,83.8,1894399
19,82.16,1841415
20,79.68,1707815
21,76.84,1628135
22,75.04,1558019
23,72.96,1359213
24,71.76,1149560
1,70.48,977431
2,69.88,878194
3,68.84,818902
4,68.48,787582
5,68.08,786256
6,67.16,843821
7,66.48,956764
8,69.44,1015740
9,74.44,1101367
10,77.96,1236630
11,80.76,1382773
12,82.92,1524681
13,85,1652661
14,86.2,1763456
15,87.12,1849329
16,86.88,1914493
17,86.6,1957710
18,85.8,1972373
19,84.24,1907771
20,81.68,1773627
21,79.12,1684843
22,76.96,1605172
23,74.96,1431174
24,73.48,1246421
1,73,1078081
2,72.4,967915
3,71.8,906808
4,71.36,864508
5,71.24,852370
6,71.16,863124
7,71,906338
8,73.24,993998
9,77.4,1177193
10,80.48,1382121
11,82.6,1557289
12,84.28,1700204
13,86.32,1808988
14,87.36,1889432
15,87.68,1960271
16,87.92,2016118
17,87.36,2046261
18,86.24,2036532
19,84.4,1955764
20,82.04,1814779
21,79.84,1710656
22,78.32,1645874
23,76.92,1484507
24,76.24,1312225
1,75.8,1150234
2,75.36,1050561
3,74.84,983476
4,74.68,943103
5,74.56,926714
6,74.52,935505
7,74.64,967566
8,75.68,1051763
9,78,1214226
10,80.04,1375188
11,81.88,1491835
12,83.52,1593789
13,84.76,1683368
14,86.32,1776139
15,87.44,1863933
16,87.32,1947037
17,86.52,2007521
18,85.16,2012420
19,83.64,1924676
20,81.8,1791667
21,79.28,1722606
22,77.64,1655252
23,76.4,1467532
24,75.52,1262504
1,75.12,1097408
2,74.28,1005028
3,73.68,944856
4,73.2,914289
5,72.44,912714
6,71.96,965398
7,71.68,1072392
8,73.84,1134324
9,77.28,1231004
10,80.04,1378291
11,82.44,1554204
12,84.72,1730815
13,86.52,1885908
14,87.6,2012852
15,87.4,2091765
16,87.24,2123326
17,86.12,2059444
18,84.48,2043342
19,82.68,2052871
20,81.24,1953485
21,79,1854660
22,77.68,1750452
23,76.12,1531369
24,75.28,1301485
1,74.52,1116474
2,73.72,1004837
3,73,931566
4,72.4,894411
5,72.08,881331
6,71.88,936014
7,72.16,1040221
8,74.08,1104422
9,77.96,1207874
10,80.92,1367915
11,82.96,1526554
12,83.04,1619701
13,82.12,1665561
14,82.56,1673614
15,79.36,1601635
16,79.84,1587515
17,79.28,1614497
18,79.04,1639980
19,78.28,1631113
20,77.28,1587943
21,76.68,1552862
22,75.64,1483434
23,74.68,1319665
24,74,1136520
1,74.08,995635
2,73.8,916513
3,73.12,875673
4,73.16,851150
5,73.24,858188
6,73.32,929286
7,73.32,1048567
8,74.4,1101929
9,76.08,1143469
10,77.92,1225966
11,79.44,1334034
12,80.64,1401358
13,81.2,1415616
14,81.08,1414788
15,80.44,1444184
16,81.16,1507366
17,80.88,1607391
18,80.52,1696629
19,79.96,1703160
20,78.72,1631705
21,77.32,1583748
22,75.84,1518805
23,74.52,1349679
24,73.68,1152913
1,73.48,994810
2,73.08,906438
3,72.72,849346
4,72.64,827447
5,72.48,828262
6,72.4,893029
7,72.48,1012628
8,73.72,1060381
9,75.8,1109704
10,78,1203931
11,80.16,1322903
12,81.84,1431599
13,83.96,1563644
14,84.84,1693591
15,83.8,1809281
16,84.08,1852226
17,82.88,1857739
18,81.72,1843089
19,79.6,1804216
20,78.56,1719595
21,77.32,1654009
22,75.28,1584475
23,74.48,1407560
24,74.12,1212492
1,73.72,1045886
2,73.16,945894
3,72.72,885731
4,72.68,854978
5,72.48,849957
6,72.36,899990
7,72.44,1001241
8,74.56,1070057
9,77.96,1183345
10,81.12,1344371
11,83.16,1525145
12,84.48,1687181
13,85.36,1811590
14,85.68,1884338
15,85.8,1931795
16,84.32,1936837
17,82.8,1887671
18,81.36,1832551
19,80.12,1764478
20,78.36,1667224
21,77.76,1617477
22,76.48,1544424
23,75.8,1407213
24,75.08,1240175
1,75.12,1086435
2,74.56,989047
3,74.36,928797
4,74.2,888036
5,74.24,866861
6,74.2,875524
7,73.88,914218
8,74.96,996661
9,77.28,1156547
10,80.04,1331350
11,81.8,1518312
12,83.88,1669225
13,83.84,1752618
14,83.88,1776423
15,83.6,1767210
16,81.04,1764807
17,81,1784301
18,80.84,1785672
19,80.6,1726410
20,79.32,1648625
21,78,1591838
22,77.56,1538437
23,76.72,1405389
24,76.24,1250535
1,76.04,1109686
2,75.68,1015127
3,75.52,959642
4,75.4,922839
5,75.12,902591
6,74.92,909896
7,74.8,943249
8,76.24,1024820
9,77.8,1194933
10,80.12,1373762
11,82.08,1487412
12,82.24,1536909
13,82.24,1575026
14,83.08,1659952
15,83.64,1730079
16,83.8,1805609
17,83.6,1889598
18,83.64,1907717
19,82.76,1883775
20,81.48,1782114
21,79.72,1719345
22,78.36,1646035
23,77.08,1475381
24,76.28,1270091
1,76.04,1109571
2,75.32,1002608
3,74.88,939943
4,74.52,905643
5,74.44,899996
6,74.08,953342
7,73.8,1067984
8,75.08,1125727
9,78.24,1218739
10,80.88,1349425
11,83.04,1483402
12,83.76,1614574
13,85.36,1751223
14,85.8,1870827
15,85.08,1963495
16,85.48,2038442
17,84.76,2098149
18,84.36,2126576
19,83.88,2090201
20,82.04,1971106
21,79.28,1852159
22,77.72,1744115
23,76.64,1528855
24,75.68,1293105
1,74.84,1108806
2,74.32,997612
3,73.44,922239
4,73.08,882020
5,72.88,870275
6,72.4,921106
7,72.2,1028419
8,74.04,1086981
9,77.48,1174790
10,80.72,1330853
11,83.08,1505996
12,85.2,1715258
13,86.08,1893241
14,87.64,2018464
15,88,2111513
16,88.68,2101209
17,88.04,2119536
18,86.16,2102951
19,85.32,2114558
20,83.52,2016629
21,80.72,1908934
22,79.44,1819888
23,77.68,1597114
24,76.68,1356009
1,76.2,1171254
2,75.16,1054639
3,74.72,979907
4,74.04,934000
5,73.24,918682
6,73.04,965737
7,72.84,1063737
8,75.44,1123750
9,79.2,1230382
10,82.36,1404804
11,84.72,1619367
12,86.72,1824392
13,87.88,2005609
14,88.92,2129959
15,89.28,2170881
16,89.28,2118820
17,85.96,2077096
18,84.2,2055794
19,82.92,2076415
20,81.96,1962510
21,79.72,1869585
22,78.56,1784224
23,76.52,1572442
24,75.84,1340206
1,75.76,1155402
2,75.24,1043954
3,74.4,974693
4,73.84,931436
5,74.08,921499
6,73.92,969581
7,73.64,1072071
8,75.52,1136782
9,79.64,1247080
10,82.52,1417594
11,84.6,1618455
12,86.28,1811618
13,87.44,1968817
14,88.28,2066964
15,87.48,2080825
16,85.92,2036140
17,84.32,1947642
18,82.52,1862645
19,80.76,1790750
20,79.28,1690595
21,77.36,1624384
22,76.4,1559325
23,75.32,1392992
24,74.56,1202959
1,74.2,1045627
2,74,952335
3,73.72,892182
4,73.16,857610
5,72.76,853191
6,72.52,905636
7,72.6,1010428
8,75.24,1085681
9,79.2,1204463
10,82.12,1378602
11,84.28,1571763
12,85.56,1748060
13,86.6,1879674
14,86.88,1982752
15,87.68,2037037
16,86.84,2063697
17,85.52,2046293
18,83.48,2019427
19,82.32,1943635
20,80.32,1827108
21,79,1737226
22,78.12,1656912
23,77.16,1497152
24,76,1310851
1,75.2,1149022
2,74.96,1032971
3,74.2,960722
4,73.68,910241
5,73.36,889431
6,73.08,897012
7,72.76,934639
8,75.84,1033578
9,79.76,1237097
10,82.4,1463453
11,84.48,1679553
12,86.24,1861497
13,87.76,2016258
14,88.32,2130609
15,88.16,2171557
16,87.88,2209108
17,87.96,2215506
18,86.32,2177342
19,84.56,2097786
20,82.36,1996228
21,80.2,1869648
22,79.12,1780375
23,78.12,1601957
24,77.04,1398315
1,76.76,1233037
2,75.92,1111892
3,75.08,1034437
4,74.36,978550
5,74.04,947193
6,73.68,940301
7,73.76,963423
8,76.32,1065408
9,79.96,1293130
10,82.72,1537685
11,85.16,1748620
12,86.6,1923300
13,88,2079137
14,88.8,2194389
15,88.76,2231634
16,87.96,2267966
17,87.96,2272834
18,86.52,2218345
19,84.4,2086774
20,82.36,1975626
21,81.04,1869514
22,80,1779157
23,78.96,1588549
24,77.88,1378638
1,77.8,1203423
2,77.32,1096169
3,76.76,1029465
4,76,994442
5,75.44,982549
6,74.8,1030922
7,74.84,1132953
8,76.52,1188473
9,79.16,1265756
10,81.72,1391738
11,83.84,1551531
12,85.36,1738252
13,87,1896260
14,87.36,1991426
15,86.96,2008477
16,85.4,1994213
17,83.28,1909512
18,81.28,1800492
19,79.72,1745492
20,78.36,1663356
21,78,1601540
22,76.76,1541858
23,76.28,1380343
24,75.68,1201326
1,75.64,1054426
2,75.04,972095
3,74.52,922416
4,74.36,898020
5,74,899134
6,73.84,957066
7,73.96,1069310
8,75.44,1116140
9,78.08,1202668
10,80.72,1325863
11,82.56,1489928
12,84.68,1664212
13,86.16,1824968
14,85.84,1949656
15,85.96,2014829
16,85.96,2043297
17,85.68,2053851
18,84.04,2027681
19,82.36,1969376
20,81.24,1868415
21,79.68,1786270
22,78.44,1708111
23,77.48,1524266
24,76.88,1312727
1,76.36,1150364
2,76.44,1046732
3,75.8,992202
4,75.36,954119
5,75.28,947291
6,75.04,1000555
7,74.88,1106700
8,76.2,1169244
9,78.72,1250086
10,80.88,1386803
11,82.4,1549795
12,83.4,1671059
13,83.52,1754275
14,82.88,1744547
15,81.36,1633769
16,79.16,1545435
17,78.8,1525543
18,77.96,1536958
19,77.68,1537736
20,77.4,1502455
21,76.6,1480538
22,75.88,1455138
23,75.4,1329283
24,75.28,1170997
1,75.36,1039271
2,74.76,965356
3,74.84,925800
4,74.76,901632
5,74.72,904435
6,74.52,968790
7,74.44,1091827
8,75.36,1145117
9,77.24,1198624
10,79.48,1280316
11,80.6,1362326
12,81.52,1433747
13,81.64,1481569
14,82.12,1494860
15,81.64,1507650
16,81,1515043
17,80.08,1540232
18,79.92,1564180
19,79.4,1567951
20,78.88,1537771
21,77.84,1524224
22,77,1502576
23,76.4,1364008
24,75.88,1193491
1,75.32,1051317
2,75.28,969513
3,75.12,915595
4,75.12,895070
5,75.12,896612
6,74.8,954103
7,74.56,1067233
8,75,1124972
9,76.16,1169721
10,76.36,1241944
11,77.12,1297442
12,77.2,1315944
13,77.36,1304854
14,76.88,1278747
15,76.68,1270476
16,76.88,1287365
17,77.36,1320374
18,76.6,1345110
19,75.76,1336257
20,75.32,1290482
21,74.64,1280718
22,73.8,1277583
23,73.8,1190392
24,73.44,1069239
1,73.76,957599
2,73.52,881104
3,73.68,838173
4,73.64,818310
5,73.6,814732
6,73.84,836852
7,73.96,889073
8,74.52,972907
9,76.4,1120838
10,79.04,1302990
11,80.28,1457184
12,81.16,1605461
13,82.52,1715491
14,82.2,1777419
15,82.64,1786926
16,81.16,1801867
17,80.92,1821078
18,80.28,1822421
19,79.32,1774161
20,78.72,1686927
21,76.96,1617399
22,76.2,1559673
23,75.56,1424177
24,75.08,1260382
1,75.08,1118221
2,74.88,1015612
3,74.52,950813
4,74.08,907042
5,73.8,884200
6,73.64,889919
7,73.64,926622
8,74.6,999009
9,76.6,1147487
10,78.12,1295254
11,78.56,1385901
12,78.92,1454479
13,79.36,1532815
14,79.52,1602959
15,79.68,1651088
16,79.96,1687238
17,79.6,1697886
18,79.32,1718945
19,79,1688097
20,77.88,1616641
21,76.48,1562714
22,75.64,1515994
23,74.76,1363734
24,74.24,1181139
1,74.16,1022219
2,73.6,930507
3,73.28,872881
4,73.24,843571
5,72.92,841872
6,72.8,902543
7,72.36,1016201
8,73.52,1073524
9,75.6,1148611
10,78.04,1265379
11,79.92,1414950
12,81.36,1576842
13,82.56,1728377
14,83.36,1843685
15,84.36,1908378
16,84.52,1948747
17,83.96,1963200
18,83.52,1967944
19,82.4,1942407
20,81.16,1840730
21,78.8,1753001
22,77.28,1684668
23,75.72,1482924
24,74.88,1257549
1,74.04,1074305
2,73.04,960763
3,72.16,891472
4,71.28,850078
5,70.28,839735
6,69.88,887983
7,69.52,987214
8,72.4,1042804
9,76.72,1125114
10,80.16,1267442
11,82.32,1445104
12,84.4,1618715
13,85.12,1776163
14,86.2,1905670
15,86.28,2007954
16,86.28,2089369
17,85.48,2149341
18,85.16,2172411
19,84.32,2131636
20,81.88,2002131
21,79.12,1869318
22,77.6,1778683
23,76.04,1554795
24,74.56,1313630
1,73.84,1124704
2,72.04,1003122
3,71.48,919708
4,71.24,875185
5,70.6,855121
6,70.04,897962
7,69.4,994544
8,72.8,1046505
9,76.92,1136239
10,80.28,1282966
11,82.32,1462279
12,84.12,1636819
13,85.08,1794520
14,86.36,1916386
15,87.08,2005817
16,87.44,2077141
17,87.32,2127935
18,86.6,2140313
19,85.28,2088564
20,83.32,1959618
21,80.48,1835705
22,78.04,1749670
23,76.44,1538264
24,75,1300136
1,74.32,1103448
2,73,983911
3,71.52,907452
4,70.76,858026
5,70.32,844866
6,69.68,889414
7,69.32,985440
8,72.72,1034148
9,76.88,1136880
10,80.24,1294644
11,82.44,1476721
12,84.48,1663296
13,85.64,1829491
14,86.72,1959832
15,87.68,2057959
16,87.36,2127884
17,87.08,2179435
18,86.36,2174035
19,85,2136329
20,83.16,2033604
21,80.32,1905376
22,78.32,1815581
23,77.04,1607167
24,75.68,1362570
1,75.08,1167380
2,74.56,1050440
3,73.48,970058
4,72.84,921943
5,72.08,895237
6,71.32,929397
7,71.32,1019716
8,74.24,1079609
9,78.44,1189909
10,81.76,1363841
11,83.68,1569469
12,85.52,1767220
13,86.72,1922569
14,86.84,2030620
15,87.56,2096940
16,86.96,2125161
17,86.56,2119543
18,86.36,2105341
19,84.52,2030992
20,82.32,1902569
21,80.08,1800330
22,78.16,1722037
23,77.04,1558067
24,75.96,1373276
1,75.48,1198150
2,75.2,1083016
3,74.48,1000212
4,74.16,950895
5,73.96,923025
6,73.2,929598
7,72.92,967563
8,74.8,1049419
9,77.2,1218973
10,80.12,1403618
11,81.24,1568452
12,82.56,1695942
13,83.16,1808134
14,82.32,1872575
15,83.32,1840518
16,82.6,1761610
17,81.92,1696212
18,80.92,1645107
19,79.68,1585915
20,78.48,1523530
21,77.56,1484072
22,76.52,1451917
23,75.92,1339241
24,75.08,1196059
1,74.8,1059537
2,74.52,964144
3,74.12,905839
4,73.48,863257
5,73.08,845884
6,73,846819
7,72.84,879033
8,73.36,940271
9,74.92,1082171
10,76.96,1241926
11,78.84,1343545
12,81.08,1431299
13,81.6,1536656
14,83.8,1646931
15,84.04,1749379
16,84.8,1837926
17,85.04,1912199
18,84.56,1949483
19,83.24,1897528
20,80.64,1786013
21,78.92,1689100
22,78.24,1624384
23,77.92,1455220
24,78.2,1267932
1,78.08,1123937
2,77.72,1032053
3,77.48,975894
4,77.24,944764
5,77.12,944780
6,76.76,1003390
7,76.56,1113451
8,77.84,1171290
9,80.4,1262719
10,82.68,1424580
11,84.52,1611186
12,86.16,1778272
13,87.36,1920571
14,88,2033537
15,88.56,2125256
16,88.36,2180219
17,86.72,2106681
18,86.04,2067180
19,83.72,2044432
20,81.24,1914560
21,79.68,1800668
22,78.52,1696545
23,77.96,1512997
24,77.72,1316620
1,77.44,1149104
2,77.28,1048737
3,76.8,986470
4,76.64,962104
5,76.56,965187
6,76.24,1020677
7,75.88,1125683
8,77.48,1186902
9,80.2,1284643
10,82.6,1424402
11,84.4,1583498
12,85.8,1741345
13,87.16,1877876
14,86.76,1986076
15,87.4,2050687
16,86.24,2095055
17,86,2098996
18,84.92,2085757
19,83.24,2036938
20,81.8,1948242
21,80,1859003
22,79.08,1775001
23,78.2,1576866
24,77.64,1366260
1,76.92,1193515
2,76.44,1083162
3,75.84,1015444
4,75.48,975373
5,75.24,962954
6,74.88,1014301
7,74.72,1114669
8,75.92,1161957
9,78.72,1229082
10,81.04,1355754
11,83.12,1524602
12,84.08,1677480
13,84.24,1781801
14,84.72,1854246
15,84.08,1864299
16,83.12,1846381
17,83.32,1892855
18,82.88,1927245
19,81.88,1922928
20,80.68,1839935
21,79.2,1770556
22,78.24,1712200
23,77.44,1541248
24,77.08,1336220
1,76.68,1164308
2,76.16,1059606
3,75.24,991345
4,74.84,953501
5,74.6,945897
6,74.04,994203
7,74.04,1087901
8,75.52,1148490
9,77.76,1232118
10,80.04,1340129
11,81.28,1471655
12,81.8,1585598
13,82.12,1622471
14,83.16,1681941
15,82.36,1721148
16,82.88,1792245
17,82.8,1860608
18,81.52,1878044
19,81.4,1857709
20,79.88,1764763
21,78.36,1685752
22,77.56,1632775
23,76.96,1492126
24,76.08,1325766
1,75.52,1155601
2,75.04,1046066
3,74.88,974146
4,74.6,933874
5,74.12,911813
6,73.84,914692
7,73.76,938146
8,75.08,998358
9,78.52,1179977
10,80.92,1397142
11,82.48,1614519
12,84.16,1815822
13,85.12,1954827
14,85.56,2021130
15,85.56,2034702
16,84.08,2026249
17,83,1990525
18,81.76,1925430
19,80.64,1807517
20,79.4,1646370
21,78.12,1524451
22,77.08,1452434
23,76.28,1376951
24,75.48,1266527
1,75.12,1116123
2,74.8,1003227
3,74.04,935538
4,73.68,888053
5,73.52,862961
6,73.08,866832
7,73,886044
8,75.64,954320
9,79.28,1156838
10,82.32,1399945
11,84.08,1628430
12,86.4,1817243
13,87.52,1967523
14,88.12,2070404
15,87.88,2138129
16,87.96,2180484
17,87.28,2171788
18,86.36,2119863
19,84.4,2038506
20,82.92,1910648
21,80.68,1807887
22,79.84,1727659
23,79.08,1576353
24,78.28,1404211
1,77.72,1231237
2,77.4,1113169
3,76.76,1041497
4,76.28,994106
